date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:15:01	1067/1067	---M-Z	200	added ('OK')	application/javascript	etag:%223742d1a-42b-5f264426e644b-gzip%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/js/jquery.counterup.min.js?ver=20151215	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/js/jquery.counterup.min4a7d.js	(from https://checking.tabgraphix.net/)
19:15:01	35326/35326	---M-Z	200	added ('OK')	application/javascript	etag:%223742d0b-89fe-5f264426e5c7b-gzip%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/js/isotope-bizup.js?ver=20151215	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/js/isotope-bizup4a7d.js	(from https://checking.tabgraphix.net/)
19:15:01	20230/20230	---M-Z	200	added ('OK')	application/javascript	etag:%223742d12-4f06-5f264426e6063-gzip%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/js/jquery.magnific-popup.min.js?ver=20151215	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/js/jquery.magnific-popup.min4a7d.js	(from https://checking.tabgraphix.net/)
19:15:02	18028/18028	---M-Z	200	added ('OK')	application/javascript	etag:%223742d19-466c-5f264426e644b-gzip%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/js/main.js?ver=201513434	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/js/main5139.js	(from https://checking.tabgraphix.net/)
19:15:02	25473/25473	---M-Z	200	added ('OK')	application/javascript	etag:%224520653-6381-5f2653938bdfa-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/modal-window/public/assets/js/jquery.effects.min.js?ver=5.3.4	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/modal-window/public/assets/js/jquery.effects.min03ec.js	(from https://checking.tabgraphix.net/)
19:15:03	8411/8411	---M-Z	200	added ('OK')	application/javascript	etag:%224520654-20db-5f2653938bdfa-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/modal-window/public/assets/js/jquery.modalWindow.min.js?ver=5.3.4	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/modal-window/public/assets/js/jquery.modalWindow.min03ec.js	(from https://checking.tabgraphix.net/)
19:15:03	6439/6439	---M-Z	200	added ('OK')	application/javascript	etag:%2245204e0-1927-5f26447f2f179-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/mailchimp-for-wp/assets/js/forms.js?ver=4.9.0	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/mailchimp-for-wp/assets/js/formsd227.js	(from https://checking.tabgraphix.net/)
19:15:04	5014/5014	---M-Z	200	added ('OK')	application/javascript	etag:%22376242d-1396-5f264455a9b70-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.10.0	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/elementor/assets/js/webpack.runtime.min12f9.js	(from https://checking.tabgraphix.net/)
19:15:04	35686/35686	---M-Z	200	added ('OK')	application/javascript	etag:%22376244d-8b66-5f264455ab6c9-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.10.0	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/elementor/assets/js/frontend-modules.min12f9.js	(from https://checking.tabgraphix.net/)
19:15:04	12198/12198	---M-Z	200	added ('OK')	application/javascript	etag:%223762310-2fa6-5f2644559e7bf-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://checking.tabgraphix.net/)
19:15:05	21440/21440	---M-Z	200	added ('OK')	application/javascript	etag:%223721966-53c0-5e95d8f5cb080-gzip%22	https://checking.tabgraphix.net/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-includes/js/jquery/ui/core.min3f14.js	(from https://checking.tabgraphix.net/)
19:15:05	40842/40842	---M-Z	200	added ('OK')	application/javascript	etag:%223762468-9f8a-5f264455ad609-gzip%22	https://checking.tabgraphix.net/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.10.0	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/elementor/assets/js/frontend.min12f9.js	(from https://checking.tabgraphix.net/)
19:15:05	1676/1676	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22452169a-68c-5f264474d8cba%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/fonts/star.eot	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/fonts/star.eot	(from https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.3.0)
19:15:06	1676/1676	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22452169a-68c-5f264474d8cba%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/fonts/star.eot?	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/fonts/stard41d.eot	(from https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.3.0)
19:15:06	1304/1304	---M--	200	added ('OK')	font/woff	etag:%22452169e-518-5f264474d90a2%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/fonts/star.woff	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/fonts/star.woff	(from https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.3.0)
19:15:06	1512/1512	---M--	200	added ('OK')	font/ttf	etag:%22452169b-5e8-5f264474d8cba%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/fonts/star.ttf	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/fonts/star.ttf	(from https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.3.0)
19:15:07	929/929	---M--	200	added ('OK')	image/svg+xml	etag:%224521698-3a1-5f264474d8cba%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/fonts/star.svg	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/fonts/star.svg	(from https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.3.0)
19:15:07	14280/14280	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224521699-37c8-5f264474d8cba%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	(from https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.3.0)
19:15:07	14280/14280	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224521699-37c8-5f264474d8cba%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot?	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/fonts/WooCommerced41d.eot	(from https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.3.0)
19:15:07	14176/14176	---M--	200	added ('OK')	font/woff	etag:%224521697-3760-5f264474d8cba%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	(from https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.3.0)
19:15:08	14100/14100	---M--	200	added ('OK')	font/ttf	etag:%22452169d-3714-5f264474d90a2%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	(from https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.3.0)
19:15:08	46770/46770	---M--	200	added ('OK')	image/svg+xml	etag:%22452169c-b6b2-5f264474d90a2%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	(from https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.3.0)
19:15:08	158/158	---M--	200	added ('OK')	image/svg+xml	etag:%2245214de-9e-5f264474bdf08%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	(from https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.3.0)
19:15:09	1359/1359	---M--	200	added ('OK')	image/svg+xml	etag:%2245214e2-54f-5f264474be2f0%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/visa.svg	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/visa.svg	(from https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.3.0)
19:15:09	4634/4634	---M--	200	added ('OK')	image/svg+xml	etag:%2245214ed-121a-5f264474be6d8%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	(from https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.3.0)
19:15:09	3110/3110	---M--	200	added ('OK')	image/svg+xml	etag:%2245214ea-c26-5f264474be6d8%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	(from https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.3.0)
19:15:10	804/804	---M--	200	added ('OK')	image/svg+xml	etag:%2245214ef-324-5f264474be6d8%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	(from https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.3.0)
19:15:10	6797/6797	---M--	200	added ('OK')	image/svg+xml	etag:%2245214e3-1a8d-5f264474be2f0%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	(from https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.3.0)
19:15:10	2800/2800	---M--	200	added ('OK')	image/svg+xml	etag:%2245214ec-af0-5f264474be6d8%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/jcb.svg	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/jcb.svg	(from https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.3.0)
19:15:10	4662/4662	---M--	200	added ('OK')	image/svg+xml	etag:%2245214e0-1236-5f264474bdf08%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/amex.svg	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/amex.svg	(from https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.3.0)
19:15:11	2185/2185	---M--	200	added ('OK')	image/svg+xml	etag:%2245214e9-889-5f264474be6d8%22	https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/discover.svg	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/discover.svg	(from https://checking.tabgraphix.net/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.3.0)
19:15:11	21390/21390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237621d2-538e-5f264458c1b96%22	https://checking.tabgraphix.net/wp-content/plugins/rselements/assets/fonts/Flaticon.eot	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/rselements/assets/fonts/Flaticon.eot	(from https://checking.tabgraphix.net/wp-content/plugins/rselements/assets/fonts/flaticon.css?ver=6.1.1)
19:15:11	21390/21390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237621d2-538e-5f264458c1b96%22	https://checking.tabgraphix.net/wp-content/plugins/rselements/assets/fonts/Flaticon.eot?	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/rselements/assets/fonts/Flaticond41d.eot	(from https://checking.tabgraphix.net/wp-content/plugins/rselements/assets/fonts/flaticon.css?ver=6.1.1)
19:15:12	10188/10188	---M--	200	added ('OK')	font/woff2	etag:%2237621c6-27cc-5f264458c0fde%22	https://checking.tabgraphix.net/wp-content/plugins/rselements/assets/fonts/Flaticon.woff2	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/rselements/assets/fonts/Flaticon.woff2	(from https://checking.tabgraphix.net/wp-content/plugins/rselements/assets/fonts/flaticon.css?ver=6.1.1)
19:15:12	12420/12420	---M--	200	added ('OK')	font/woff	etag:%2237621d1-3084-5f264458c17ae%22	https://checking.tabgraphix.net/wp-content/plugins/rselements/assets/fonts/Flaticon.woff	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/rselements/assets/fonts/Flaticon.woff	(from https://checking.tabgraphix.net/wp-content/plugins/rselements/assets/fonts/flaticon.css?ver=6.1.1)
19:15:12	21212/21212	---M--	200	added ('OK')	font/ttf	etag:%2237621d3-52dc-5f264458c1b96%22	https://checking.tabgraphix.net/wp-content/plugins/rselements/assets/fonts/Flaticon.ttf	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/rselements/assets/fonts/Flaticon.ttf	(from https://checking.tabgraphix.net/wp-content/plugins/rselements/assets/fonts/flaticon.css?ver=6.1.1)
19:15:14	143290/143290	---M--	200	added ('OK')	image/svg+xml	etag:%2237621c9-22fba-5f264458c13c6%22	https://checking.tabgraphix.net/wp-content/plugins/rselements/assets/fonts/Flaticon.svg	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/rselements/assets/fonts/Flaticon.svg	(from https://checking.tabgraphix.net/wp-content/plugins/rselements/assets/fonts/flaticon.css?ver=6.1.1)
19:15:14	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223742cdd-2035a-5f264426e3d3a%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-brands-400.eot	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-brands-400.eot	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/font-awesome.min.all.css?ver=6.1.1)
19:15:15	75936/75936	---M--	200	added ('OK')	font/woff2	etag:%223741e36-128a0-5f264426e3182%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-brands-400.woff2	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-brands-400.woff2	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/font-awesome.min.all.css?ver=6.1.1)
19:15:15	89100/89100	---M--	200	added ('OK')	font/woff	etag:%223742cd9-15c0c-5f264426e3952%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-brands-400.woff	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-brands-400.woff	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/font-awesome.min.all.css?ver=6.1.1)
19:15:16	131624/131624	---M--	200	added ('OK')	font/ttf	etag:%223741e35-20228-5f264426e3182%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-brands-400.ttf	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-brands-400.ttf	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/font-awesome.min.all.css?ver=6.1.1)
19:15:16	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223742cdd-2035a-5f264426e3d3a%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-brands-400.eot?	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-brands-400d41d.eot	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/font-awesome.min.all.css?ver=6.1.1)
19:15:18	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223742cda-8656-5f264426e3d3a%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-regular-400.eot	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-regular-400.eot	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/font-awesome.min.all.css?ver=6.1.1)
19:15:18	34390/34390	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223742cda-8656-5f264426e3d3a%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-regular-400.eot?	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-regular-400d41d.eot	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/font-awesome.min.all.css?ver=6.1.1)
19:15:18	13576/13576	---M--	200	added ('OK')	font/woff2	etag:%223742cdb-3508-5f264426e3d3a%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-regular-400.woff2	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-regular-400.woff2	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/font-awesome.min.all.css?ver=6.1.1)
19:15:18	16800/16800	---M--	200	added ('OK')	font/woff	etag:%223741e38-41a0-5f264426e356a%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-regular-400.woff	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-regular-400.woff	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/font-awesome.min.all.css?ver=6.1.1)
19:15:18	34092/34092	---M--	200	added ('OK')	font/ttf	etag:%223742748-852c-5f264426e356a%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-regular-400.ttf	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-regular-400.ttf	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/font-awesome.min.all.css?ver=6.1.1)
19:15:19	708706/708706	---M--	200	added ('OK')	image/svg+xml	etag:%223742cd8-ad062-5f264426e3952%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-brands-400.svg	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-brands-400.svg	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/font-awesome.min.all.css?ver=6.1.1)
19:15:21	76084/76084	---M--	200	added ('OK')	font/woff2	etag:%223741e37-12934-5f264426e356a%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-solid-900.woff2	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-solid-900.woff2	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/font-awesome.min.all.css?ver=6.1.1)
19:15:21	144322/144322	---M--	200	added ('OK')	image/svg+xml	etag:%223742cdc-233c2-5f264426e3d3a%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-regular-400.svg	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-regular-400.svg	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/font-awesome.min.all.css?ver=6.1.1)
19:15:21	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223742cde-2f612-5f264426e3d3a%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-solid-900.eot?	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-solid-900d41d.eot	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/font-awesome.min.all.css?ver=6.1.1)
19:15:21	194066/194066	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223742cde-2f612-5f264426e3d3a%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-solid-900.eot	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-solid-900.eot	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/font-awesome.min.all.css?ver=6.1.1)
19:15:21	98996/98996	---M--	200	added ('OK')	font/woff	etag:%2237426be-182b4-5f264426e356a%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-solid-900.woff	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-solid-900.woff	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/font-awesome.min.all.css?ver=6.1.1)
19:15:22	193780/193780	---M--	200	added ('OK')	font/ttf	etag:%223742747-2f4f4-5f264426e356a%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-solid-900.ttf	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/webfonts/fa-solid-900.ttf	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/font-awesome.min.all.css?ver=6.1.1)
19:15:22	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237622fc-2876e-5f2644559dc07%22	https://checking.tabgraphix.net/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://checking.tabgraphix.net/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
19:15:23	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237622fc-2876e-5f2644559dc07%22	https://checking.tabgraphix.net/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://checking.tabgraphix.net/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
19:15:23	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2237622fd-12d68-5f2644559dc07%22	https://checking.tabgraphix.net/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://checking.tabgraphix.net/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
19:15:24	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2237622f9-17ee8-5f2644559d81f%22	https://checking.tabgraphix.net/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://checking.tabgraphix.net/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
19:15:25	14218/14218	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223742d38-378a-5f264427a7e04%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/fonts/Flaticon.eot	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/fonts/Flaticon.eot	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/flaticon.css?ver=6.1.1)
19:15:26	14218/14218	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223742d38-378a-5f264427a7e04%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/fonts/Flaticon.eot?	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/fonts/Flaticond41d.eot	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/flaticon.css?ver=6.1.1)
19:15:26	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%2237622fb-286ac-5f2644559dc07%22	https://checking.tabgraphix.net/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://checking.tabgraphix.net/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
19:15:26	9372/9372	---M--	200	added ('OK')	font/woff	etag:%223742d37-249c-5f264427a7e04%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/fonts/Flaticon.woff	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/fonts/Flaticon.woff	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/flaticon.css?ver=6.1.1)
19:15:27	14040/14040	---M--	200	added ('OK')	font/ttf	etag:%223742d3a-36d8-5f264427a7e04%22	https://checking.tabgraphix.net/wp-content/themes/bizup/assets/fonts/Flaticon.ttf	C:/Users/ASC/Desktop/thief/new/checking.tabgraphix.net/wp-content/themes/bizup/assets/fonts/Flaticon.ttf	(from https://checking.tabgraphix.net/wp-content/themes/bizup/assets/css/flaticon.css?ver=6.1.1)
